path,name,label
D:\pytorch\dataloader\data\3671_truck.png,truck,9
D:\pytorch\dataloader\data\36720_frog.png,frog,6
D:\pytorch\dataloader\data\36721_automobile.png,automobile,1
D:\pytorch\dataloader\data\36722_ship.png,ship,8
D:\pytorch\dataloader\data\36723_airplane.png,airplane,0
D:\pytorch\dataloader\data\36724_frog.png,frog,6
D:\pytorch\dataloader\data\36725_cat.png,cat,3
D:\pytorch\dataloader\data\36726_bird.png,bird,2
D:\pytorch\dataloader\data\36727_bird.png,bird,2
D:\pytorch\dataloader\data\36728_cat.png,cat,3
D:\pytorch\dataloader\data\36729_horse.png,horse,7
D:\pytorch\dataloader\data\3672_airplane.png,airplane,0
D:\pytorch\dataloader\data\3672_truck.png,truck,9
D:\pytorch\dataloader\data\36730_horse.png,horse,7
D:\pytorch\dataloader\data\36731_deer.png,deer,4
D:\pytorch\dataloader\data\36732_automobile.png,automobile,1
D:\pytorch\dataloader\data\36733_ship.png,ship,8
D:\pytorch\dataloader\data\36734_truck.png,truck,9
D:\pytorch\dataloader\data\36735_ship.png,ship,8
D:\pytorch\dataloader\data\36736_automobile.png,automobile,1
D:\pytorch\dataloader\data\36737_airplane.png,airplane,0
D:\pytorch\dataloader\data\36738_cat.png,cat,3
D:\pytorch\dataloader\data\36739_ship.png,ship,8
D:\pytorch\dataloader\data\3673_bird.png,bird,2
D:\pytorch\dataloader\data\36740_deer.png,deer,4
D:\pytorch\dataloader\data\36741_truck.png,truck,9
D:\pytorch\dataloader\data\36742_ship.png,ship,8
D:\pytorch\dataloader\data\36743_cat.png,cat,3
D:\pytorch\dataloader\data\36744_ship.png,ship,8
D:\pytorch\dataloader\data\36745_cat.png,cat,3
D:\pytorch\dataloader\data\36746_ship.png,ship,8
D:\pytorch\dataloader\data\36747_ship.png,ship,8
D:\pytorch\dataloader\data\36748_truck.png,truck,9
D:\pytorch\dataloader\data\36749_frog.png,frog,6
D:\pytorch\dataloader\data\3674_airplane.png,airplane,0
D:\pytorch\dataloader\data\3674_cat.png,cat,3
D:\pytorch\dataloader\data\36750_airplane.png,airplane,0
D:\pytorch\dataloader\data\36751_automobile.png,automobile,1
D:\pytorch\dataloader\data\36752_bird.png,bird,2
D:\pytorch\dataloader\data\36753_truck.png,truck,9
D:\pytorch\dataloader\data\36754_truck.png,truck,9
D:\pytorch\dataloader\data\36755_deer.png,deer,4
D:\pytorch\dataloader\data\36756_bird.png,bird,2
D:\pytorch\dataloader\data\36757_dog.png,dog,5
D:\pytorch\dataloader\data\36758_ship.png,ship,8
D:\pytorch\dataloader\data\36759_bird.png,bird,2
D:\pytorch\dataloader\data\3675_bird.png,bird,2
D:\pytorch\dataloader\data\3675_deer.png,deer,4
D:\pytorch\dataloader\data\36760_ship.png,ship,8
D:\pytorch\dataloader\data\36761_cat.png,cat,3
D:\pytorch\dataloader\data\36762_cat.png,cat,3
D:\pytorch\dataloader\data\36763_airplane.png,airplane,0
D:\pytorch\dataloader\data\36764_deer.png,deer,4
D:\pytorch\dataloader\data\36765_ship.png,ship,8
D:\pytorch\dataloader\data\36766_ship.png,ship,8
D:\pytorch\dataloader\data\36767_cat.png,cat,3
D:\pytorch\dataloader\data\36768_frog.png,frog,6
D:\pytorch\dataloader\data\36769_dog.png,dog,5
D:\pytorch\dataloader\data\3676_frog.png,frog,6
D:\pytorch\dataloader\data\3676_truck.png,truck,9
D:\pytorch\dataloader\data\36770_ship.png,ship,8
D:\pytorch\dataloader\data\36771_airplane.png,airplane,0
D:\pytorch\dataloader\data\36772_cat.png,cat,3
D:\pytorch\dataloader\data\36773_horse.png,horse,7
D:\pytorch\dataloader\data\36774_automobile.png,automobile,1
D:\pytorch\dataloader\data\36775_horse.png,horse,7
D:\pytorch\dataloader\data\36776_horse.png,horse,7
D:\pytorch\dataloader\data\36777_deer.png,deer,4
D:\pytorch\dataloader\data\36778_bird.png,bird,2
D:\pytorch\dataloader\data\36779_cat.png,cat,3
D:\pytorch\dataloader\data\3677_deer.png,deer,4
D:\pytorch\dataloader\data\3677_truck.png,truck,9
D:\pytorch\dataloader\data\36780_ship.png,ship,8
D:\pytorch\dataloader\data\36781_cat.png,cat,3
D:\pytorch\dataloader\data\36782_dog.png,dog,5
D:\pytorch\dataloader\data\36783_ship.png,ship,8
D:\pytorch\dataloader\data\36784_horse.png,horse,7
D:\pytorch\dataloader\data\36785_bird.png,bird,2
D:\pytorch\dataloader\data\36786_airplane.png,airplane,0
D:\pytorch\dataloader\data\36787_truck.png,truck,9
D:\pytorch\dataloader\data\36788_frog.png,frog,6
D:\pytorch\dataloader\data\36789_airplane.png,airplane,0
D:\pytorch\dataloader\data\3678_automobile.png,automobile,1
D:\pytorch\dataloader\data\36790_frog.png,frog,6
D:\pytorch\dataloader\data\36791_automobile.png,automobile,1
D:\pytorch\dataloader\data\36792_ship.png,ship,8
D:\pytorch\dataloader\data\36793_deer.png,deer,4
D:\pytorch\dataloader\data\36794_truck.png,truck,9
D:\pytorch\dataloader\data\36795_cat.png,cat,3
D:\pytorch\dataloader\data\36796_dog.png,dog,5
D:\pytorch\dataloader\data\36797_truck.png,truck,9
D:\pytorch\dataloader\data\36798_ship.png,ship,8
D:\pytorch\dataloader\data\36799_ship.png,ship,8
D:\pytorch\dataloader\data\3679_airplane.png,airplane,0
D:\pytorch\dataloader\data\3679_cat.png,cat,3
D:\pytorch\dataloader\data\367_cat.png,cat,3
D:\pytorch\dataloader\data\36800_cat.png,cat,3
D:\pytorch\dataloader\data\36801_bird.png,bird,2
D:\pytorch\dataloader\data\36802_ship.png,ship,8
D:\pytorch\dataloader\data\36803_ship.png,ship,8
D:\pytorch\dataloader\data\36804_ship.png,ship,8
D:\pytorch\dataloader\data\36805_horse.png,horse,7
D:\pytorch\dataloader\data\36806_horse.png,horse,7
D:\pytorch\dataloader\data\36807_truck.png,truck,9
D:\pytorch\dataloader\data\36808_frog.png,frog,6
D:\pytorch\dataloader\data\36809_cat.png,cat,3
D:\pytorch\dataloader\data\3680_airplane.png,airplane,0
D:\pytorch\dataloader\data\3680_ship.png,ship,8
D:\pytorch\dataloader\data\36810_dog.png,dog,5
D:\pytorch\dataloader\data\36811_horse.png,horse,7
D:\pytorch\dataloader\data\36812_cat.png,cat,3
D:\pytorch\dataloader\data\36813_automobile.png,automobile,1
D:\pytorch\dataloader\data\36814_dog.png,dog,5
D:\pytorch\dataloader\data\36815_horse.png,horse,7
D:\pytorch\dataloader\data\36816_frog.png,frog,6
D:\pytorch\dataloader\data\36817_deer.png,deer,4
D:\pytorch\dataloader\data\36818_truck.png,truck,9
D:\pytorch\dataloader\data\36819_airplane.png,airplane,0
D:\pytorch\dataloader\data\3681_bird.png,bird,2
D:\pytorch\dataloader\data\3681_ship.png,ship,8
D:\pytorch\dataloader\data\36820_horse.png,horse,7
D:\pytorch\dataloader\data\36821_frog.png,frog,6
D:\pytorch\dataloader\data\36822_cat.png,cat,3
D:\pytorch\dataloader\data\36823_frog.png,frog,6
D:\pytorch\dataloader\data\36824_horse.png,horse,7
D:\pytorch\dataloader\data\36825_bird.png,bird,2
D:\pytorch\dataloader\data\36826_frog.png,frog,6
D:\pytorch\dataloader\data\36827_truck.png,truck,9
D:\pytorch\dataloader\data\36828_cat.png,cat,3
D:\pytorch\dataloader\data\36829_horse.png,horse,7
D:\pytorch\dataloader\data\3682_cat.png,cat,3
D:\pytorch\dataloader\data\3682_frog.png,frog,6
D:\pytorch\dataloader\data\36830_dog.png,dog,5
D:\pytorch\dataloader\data\36831_horse.png,horse,7
D:\pytorch\dataloader\data\36832_bird.png,bird,2
D:\pytorch\dataloader\data\36833_horse.png,horse,7
D:\pytorch\dataloader\data\36834_truck.png,truck,9
D:\pytorch\dataloader\data\36835_bird.png,bird,2
D:\pytorch\dataloader\data\36836_airplane.png,airplane,0
D:\pytorch\dataloader\data\36837_truck.png,truck,9
D:\pytorch\dataloader\data\36838_automobile.png,automobile,1
D:\pytorch\dataloader\data\36839_horse.png,horse,7
D:\pytorch\dataloader\data\3683_frog.png,frog,6
D:\pytorch\dataloader\data\3683_ship.png,ship,8
D:\pytorch\dataloader\data\36840_dog.png,dog,5
D:\pytorch\dataloader\data\36841_frog.png,frog,6
D:\pytorch\dataloader\data\36842_frog.png,frog,6
D:\pytorch\dataloader\data\36843_deer.png,deer,4
D:\pytorch\dataloader\data\36844_automobile.png,automobile,1
D:\pytorch\dataloader\data\36845_bird.png,bird,2
D:\pytorch\dataloader\data\36846_truck.png,truck,9
D:\pytorch\dataloader\data\36847_frog.png,frog,6
D:\pytorch\dataloader\data\36848_automobile.png,automobile,1
D:\pytorch\dataloader\data\36849_bird.png,bird,2
D:\pytorch\dataloader\data\3684_deer.png,deer,4
D:\pytorch\dataloader\data\3684_truck.png,truck,9
D:\pytorch\dataloader\data\36850_automobile.png,automobile,1
D:\pytorch\dataloader\data\36851_dog.png,dog,5
D:\pytorch\dataloader\data\36852_cat.png,cat,3
D:\pytorch\dataloader\data\36853_automobile.png,automobile,1
D:\pytorch\dataloader\data\36854_dog.png,dog,5
D:\pytorch\dataloader\data\36855_deer.png,deer,4
D:\pytorch\dataloader\data\36856_ship.png,ship,8
D:\pytorch\dataloader\data\36857_dog.png,dog,5
D:\pytorch\dataloader\data\36858_airplane.png,airplane,0
D:\pytorch\dataloader\data\36859_truck.png,truck,9
D:\pytorch\dataloader\data\3685_bird.png,bird,2
D:\pytorch\dataloader\data\3685_truck.png,truck,9
D:\pytorch\dataloader\data\36860_bird.png,bird,2
D:\pytorch\dataloader\data\36861_frog.png,frog,6
D:\pytorch\dataloader\data\36862_airplane.png,airplane,0
D:\pytorch\dataloader\data\36863_bird.png,bird,2
D:\pytorch\dataloader\data\36864_ship.png,ship,8
D:\pytorch\dataloader\data\36865_truck.png,truck,9
D:\pytorch\dataloader\data\36866_truck.png,truck,9
D:\pytorch\dataloader\data\36867_deer.png,deer,4
D:\pytorch\dataloader\data\36868_automobile.png,automobile,1
D:\pytorch\dataloader\data\36869_dog.png,dog,5
D:\pytorch\dataloader\data\3686_frog.png,frog,6
D:\pytorch\dataloader\data\3686_ship.png,ship,8
D:\pytorch\dataloader\data\36870_cat.png,cat,3
D:\pytorch\dataloader\data\36871_dog.png,dog,5
D:\pytorch\dataloader\data\36872_automobile.png,automobile,1
D:\pytorch\dataloader\data\36873_deer.png,deer,4
D:\pytorch\dataloader\data\36874_ship.png,ship,8
D:\pytorch\dataloader\data\36875_truck.png,truck,9
D:\pytorch\dataloader\data\36876_ship.png,ship,8
D:\pytorch\dataloader\data\36877_frog.png,frog,6
D:\pytorch\dataloader\data\36878_truck.png,truck,9
D:\pytorch\dataloader\data\36879_automobile.png,automobile,1
D:\pytorch\dataloader\data\3687_deer.png,deer,4
D:\pytorch\dataloader\data\3687_truck.png,truck,9
D:\pytorch\dataloader\data\36880_frog.png,frog,6
D:\pytorch\dataloader\data\36881_frog.png,frog,6
D:\pytorch\dataloader\data\36882_ship.png,ship,8
D:\pytorch\dataloader\data\36883_bird.png,bird,2
D:\pytorch\dataloader\data\36884_deer.png,deer,4
D:\pytorch\dataloader\data\36885_bird.png,bird,2
D:\pytorch\dataloader\data\36886_airplane.png,airplane,0
D:\pytorch\dataloader\data\36887_truck.png,truck,9
D:\pytorch\dataloader\data\36888_truck.png,truck,9
D:\pytorch\dataloader\data\36889_airplane.png,airplane,0
D:\pytorch\dataloader\data\3688_deer.png,deer,4
D:\pytorch\dataloader\data\3688_dog.png,dog,5
D:\pytorch\dataloader\data\36890_cat.png,cat,3
D:\pytorch\dataloader\data\36891_automobile.png,automobile,1
D:\pytorch\dataloader\data\36892_ship.png,ship,8
D:\pytorch\dataloader\data\36893_ship.png,ship,8
D:\pytorch\dataloader\data\36894_cat.png,cat,3
D:\pytorch\dataloader\data\36895_horse.png,horse,7
D:\pytorch\dataloader\data\36896_deer.png,deer,4
D:\pytorch\dataloader\data\36897_horse.png,horse,7
D:\pytorch\dataloader\data\36898_truck.png,truck,9
D:\pytorch\dataloader\data\36899_dog.png,dog,5
D:\pytorch\dataloader\data\3689_airplane.png,airplane,0
D:\pytorch\dataloader\data\3689_horse.png,horse,7
D:\pytorch\dataloader\data\368_frog.png,frog,6
D:\pytorch\dataloader\data\368_ship.png,ship,8
D:\pytorch\dataloader\data\36900_cat.png,cat,3
D:\pytorch\dataloader\data\36901_airplane.png,airplane,0
D:\pytorch\dataloader\data\36902_ship.png,ship,8
D:\pytorch\dataloader\data\36903_frog.png,frog,6
D:\pytorch\dataloader\data\36904_horse.png,horse,7
D:\pytorch\dataloader\data\36905_automobile.png,automobile,1
D:\pytorch\dataloader\data\36906_frog.png,frog,6
D:\pytorch\dataloader\data\36907_automobile.png,automobile,1
D:\pytorch\dataloader\data\36908_frog.png,frog,6
D:\pytorch\dataloader\data\36909_airplane.png,airplane,0
D:\pytorch\dataloader\data\3690_deer.png,deer,4
D:\pytorch\dataloader\data\3690_truck.png,truck,9
D:\pytorch\dataloader\data\36910_truck.png,truck,9
D:\pytorch\dataloader\data\36911_ship.png,ship,8
D:\pytorch\dataloader\data\36912_dog.png,dog,5
D:\pytorch\dataloader\data\36913_frog.png,frog,6
D:\pytorch\dataloader\data\36914_deer.png,deer,4
D:\pytorch\dataloader\data\36915_deer.png,deer,4
D:\pytorch\dataloader\data\36916_deer.png,deer,4
D:\pytorch\dataloader\data\36917_cat.png,cat,3
D:\pytorch\dataloader\data\36918_truck.png,truck,9
D:\pytorch\dataloader\data\36919_bird.png,bird,2
D:\pytorch\dataloader\data\3691_automobile.png,automobile,1
D:\pytorch\dataloader\data\3691_truck.png,truck,9
D:\pytorch\dataloader\data\36920_bird.png,bird,2
D:\pytorch\dataloader\data\36921_bird.png,bird,2
D:\pytorch\dataloader\data\36922_frog.png,frog,6
D:\pytorch\dataloader\data\36923_deer.png,deer,4
D:\pytorch\dataloader\data\36924_airplane.png,airplane,0
D:\pytorch\dataloader\data\36925_airplane.png,airplane,0
D:\pytorch\dataloader\data\36926_cat.png,cat,3
D:\pytorch\dataloader\data\36927_airplane.png,airplane,0
D:\pytorch\dataloader\data\36928_truck.png,truck,9
D:\pytorch\dataloader\data\36929_automobile.png,automobile,1
D:\pytorch\dataloader\data\3692_bird.png,bird,2
D:\pytorch\dataloader\data\3692_deer.png,deer,4
D:\pytorch\dataloader\data\36930_cat.png,cat,3
D:\pytorch\dataloader\data\36931_ship.png,ship,8
D:\pytorch\dataloader\data\36932_horse.png,horse,7
D:\pytorch\dataloader\data\36933_ship.png,ship,8
D:\pytorch\dataloader\data\36934_deer.png,deer,4
D:\pytorch\dataloader\data\36935_automobile.png,automobile,1
D:\pytorch\dataloader\data\36936_horse.png,horse,7
D:\pytorch\dataloader\data\36937_deer.png,deer,4
D:\pytorch\dataloader\data\36938_automobile.png,automobile,1
D:\pytorch\dataloader\data\36939_ship.png,ship,8
D:\pytorch\dataloader\data\3693_bird.png,bird,2
D:\pytorch\dataloader\data\3693_frog.png,frog,6
D:\pytorch\dataloader\data\36940_ship.png,ship,8
D:\pytorch\dataloader\data\36941_automobile.png,automobile,1
D:\pytorch\dataloader\data\36942_ship.png,ship,8
D:\pytorch\dataloader\data\36943_frog.png,frog,6
D:\pytorch\dataloader\data\36944_dog.png,dog,5
D:\pytorch\dataloader\data\36945_deer.png,deer,4
D:\pytorch\dataloader\data\36946_cat.png,cat,3
D:\pytorch\dataloader\data\36947_frog.png,frog,6
D:\pytorch\dataloader\data\36948_cat.png,cat,3
D:\pytorch\dataloader\data\36949_ship.png,ship,8
D:\pytorch\dataloader\data\3694_airplane.png,airplane,0
D:\pytorch\dataloader\data\3694_bird.png,bird,2
D:\pytorch\dataloader\data\36950_automobile.png,automobile,1
D:\pytorch\dataloader\data\36951_cat.png,cat,3
D:\pytorch\dataloader\data\36952_dog.png,dog,5
D:\pytorch\dataloader\data\36953_ship.png,ship,8
D:\pytorch\dataloader\data\36954_dog.png,dog,5
D:\pytorch\dataloader\data\36955_airplane.png,airplane,0
D:\pytorch\dataloader\data\36956_dog.png,dog,5
D:\pytorch\dataloader\data\36957_horse.png,horse,7
D:\pytorch\dataloader\data\36958_dog.png,dog,5
D:\pytorch\dataloader\data\36959_horse.png,horse,7
D:\pytorch\dataloader\data\3695_deer.png,deer,4
D:\pytorch\dataloader\data\3695_ship.png,ship,8
D:\pytorch\dataloader\data\36960_deer.png,deer,4
D:\pytorch\dataloader\data\36961_cat.png,cat,3
D:\pytorch\dataloader\data\36962_dog.png,dog,5
D:\pytorch\dataloader\data\36963_horse.png,horse,7
D:\pytorch\dataloader\data\36964_dog.png,dog,5
D:\pytorch\dataloader\data\36965_deer.png,deer,4
D:\pytorch\dataloader\data\36966_ship.png,ship,8
D:\pytorch\dataloader\data\36967_truck.png,truck,9
D:\pytorch\dataloader\data\36968_deer.png,deer,4
D:\pytorch\dataloader\data\36969_cat.png,cat,3
D:\pytorch\dataloader\data\3696_airplane.png,airplane,0
D:\pytorch\dataloader\data\3696_deer.png,deer,4
D:\pytorch\dataloader\data\36970_cat.png,cat,3
D:\pytorch\dataloader\data\36971_horse.png,horse,7
D:\pytorch\dataloader\data\36972_bird.png,bird,2
D:\pytorch\dataloader\data\36973_cat.png,cat,3
D:\pytorch\dataloader\data\36974_ship.png,ship,8
D:\pytorch\dataloader\data\36975_automobile.png,automobile,1
D:\pytorch\dataloader\data\36976_deer.png,deer,4
D:\pytorch\dataloader\data\36977_horse.png,horse,7
D:\pytorch\dataloader\data\36978_truck.png,truck,9
D:\pytorch\dataloader\data\36979_cat.png,cat,3
D:\pytorch\dataloader\data\3697_deer.png,deer,4
D:\pytorch\dataloader\data\3697_truck.png,truck,9
D:\pytorch\dataloader\data\36980_cat.png,cat,3
D:\pytorch\dataloader\data\36981_airplane.png,airplane,0
D:\pytorch\dataloader\data\36982_deer.png,deer,4
D:\pytorch\dataloader\data\36983_truck.png,truck,9
D:\pytorch\dataloader\data\36984_frog.png,frog,6
D:\pytorch\dataloader\data\36985_ship.png,ship,8
D:\pytorch\dataloader\data\36986_frog.png,frog,6
D:\pytorch\dataloader\data\36987_horse.png,horse,7
D:\pytorch\dataloader\data\36988_dog.png,dog,5
D:\pytorch\dataloader\data\36989_deer.png,deer,4
D:\pytorch\dataloader\data\3698_frog.png,frog,6
D:\pytorch\dataloader\data\3698_ship.png,ship,8
D:\pytorch\dataloader\data\36990_cat.png,cat,3
D:\pytorch\dataloader\data\36991_automobile.png,automobile,1
D:\pytorch\dataloader\data\36992_deer.png,deer,4
D:\pytorch\dataloader\data\36993_airplane.png,airplane,0
D:\pytorch\dataloader\data\36994_bird.png,bird,2
D:\pytorch\dataloader\data\36995_frog.png,frog,6
D:\pytorch\dataloader\data\36996_deer.png,deer,4
D:\pytorch\dataloader\data\36997_dog.png,dog,5
D:\pytorch\dataloader\data\36998_frog.png,frog,6
D:\pytorch\dataloader\data\36999_horse.png,horse,7
D:\pytorch\dataloader\data\3699_horse.png,horse,7
D:\pytorch\dataloader\data\3699_truck.png,truck,9
D:\pytorch\dataloader\data\369_automobile.png,automobile,1
D:\pytorch\dataloader\data\369_truck.png,truck,9
D:\pytorch\dataloader\data\36_cat.png,cat,3
D:\pytorch\dataloader\data\36_deer.png,deer,4
D:\pytorch\dataloader\data\37000_horse.png,horse,7
D:\pytorch\dataloader\data\37001_horse.png,horse,7
D:\pytorch\dataloader\data\37002_ship.png,ship,8
D:\pytorch\dataloader\data\37003_dog.png,dog,5
D:\pytorch\dataloader\data\37004_deer.png,deer,4
D:\pytorch\dataloader\data\37005_cat.png,cat,3
D:\pytorch\dataloader\data\37006_dog.png,dog,5
D:\pytorch\dataloader\data\37007_automobile.png,automobile,1
D:\pytorch\dataloader\data\37008_bird.png,bird,2
D:\pytorch\dataloader\data\37009_bird.png,bird,2
D:\pytorch\dataloader\data\3700_cat.png,cat,3
D:\pytorch\dataloader\data\3700_truck.png,truck,9
D:\pytorch\dataloader\data\37010_horse.png,horse,7
D:\pytorch\dataloader\data\37011_dog.png,dog,5
D:\pytorch\dataloader\data\37012_automobile.png,automobile,1
D:\pytorch\dataloader\data\37013_frog.png,frog,6
D:\pytorch\dataloader\data\37014_truck.png,truck,9
D:\pytorch\dataloader\data\37015_bird.png,bird,2
D:\pytorch\dataloader\data\37016_horse.png,horse,7
D:\pytorch\dataloader\data\37017_truck.png,truck,9
D:\pytorch\dataloader\data\37018_deer.png,deer,4
D:\pytorch\dataloader\data\37019_horse.png,horse,7
D:\pytorch\dataloader\data\3701_airplane.png,airplane,0
D:\pytorch\dataloader\data\3701_automobile.png,automobile,1
D:\pytorch\dataloader\data\37020_truck.png,truck,9
D:\pytorch\dataloader\data\37021_frog.png,frog,6
D:\pytorch\dataloader\data\37022_airplane.png,airplane,0
D:\pytorch\dataloader\data\37023_ship.png,ship,8
D:\pytorch\dataloader\data\37024_automobile.png,automobile,1
D:\pytorch\dataloader\data\37025_deer.png,deer,4
D:\pytorch\dataloader\data\37026_bird.png,bird,2
D:\pytorch\dataloader\data\37027_automobile.png,automobile,1
D:\pytorch\dataloader\data\37028_deer.png,deer,4
D:\pytorch\dataloader\data\37029_ship.png,ship,8
D:\pytorch\dataloader\data\3702_automobile.png,automobile,1
D:\pytorch\dataloader\data\3702_truck.png,truck,9
D:\pytorch\dataloader\data\37030_automobile.png,automobile,1
D:\pytorch\dataloader\data\37031_truck.png,truck,9
D:\pytorch\dataloader\data\37032_airplane.png,airplane,0
D:\pytorch\dataloader\data\37033_frog.png,frog,6
D:\pytorch\dataloader\data\37034_airplane.png,airplane,0
D:\pytorch\dataloader\data\37035_airplane.png,airplane,0
D:\pytorch\dataloader\data\37036_ship.png,ship,8
D:\pytorch\dataloader\data\37037_horse.png,horse,7
D:\pytorch\dataloader\data\37038_cat.png,cat,3
D:\pytorch\dataloader\data\37039_airplane.png,airplane,0
D:\pytorch\dataloader\data\3703_cat.png,cat,3
D:\pytorch\dataloader\data\3703_frog.png,frog,6
D:\pytorch\dataloader\data\37040_truck.png,truck,9
D:\pytorch\dataloader\data\37041_airplane.png,airplane,0
D:\pytorch\dataloader\data\37042_ship.png,ship,8
D:\pytorch\dataloader\data\37043_automobile.png,automobile,1
D:\pytorch\dataloader\data\37044_ship.png,ship,8
D:\pytorch\dataloader\data\37045_frog.png,frog,6
D:\pytorch\dataloader\data\37046_dog.png,dog,5
D:\pytorch\dataloader\data\37047_automobile.png,automobile,1
D:\pytorch\dataloader\data\37048_frog.png,frog,6
D:\pytorch\dataloader\data\37049_airplane.png,airplane,0
D:\pytorch\dataloader\data\3704_dog.png,dog,5
D:\pytorch\dataloader\data\3704_truck.png,truck,9
D:\pytorch\dataloader\data\37050_truck.png,truck,9
D:\pytorch\dataloader\data\37051_ship.png,ship,8
D:\pytorch\dataloader\data\37052_ship.png,ship,8
D:\pytorch\dataloader\data\37053_deer.png,deer,4
D:\pytorch\dataloader\data\37054_bird.png,bird,2
D:\pytorch\dataloader\data\37055_horse.png,horse,7
D:\pytorch\dataloader\data\37056_dog.png,dog,5
D:\pytorch\dataloader\data\37057_cat.png,cat,3
D:\pytorch\dataloader\data\37058_truck.png,truck,9
D:\pytorch\dataloader\data\37059_dog.png,dog,5
D:\pytorch\dataloader\data\3705_ship.png,ship,8
D:\pytorch\dataloader\data\3705_truck.png,truck,9
D:\pytorch\dataloader\data\37060_ship.png,ship,8
D:\pytorch\dataloader\data\37061_airplane.png,airplane,0
D:\pytorch\dataloader\data\37062_airplane.png,airplane,0
D:\pytorch\dataloader\data\37063_airplane.png,airplane,0
D:\pytorch\dataloader\data\37064_ship.png,ship,8
D:\pytorch\dataloader\data\37065_airplane.png,airplane,0
D:\pytorch\dataloader\data\37066_airplane.png,airplane,0
D:\pytorch\dataloader\data\37067_truck.png,truck,9
D:\pytorch\dataloader\data\37068_airplane.png,airplane,0
D:\pytorch\dataloader\data\37069_deer.png,deer,4
D:\pytorch\dataloader\data\3706_deer.png,deer,4
D:\pytorch\dataloader\data\3706_truck.png,truck,9
D:\pytorch\dataloader\data\37070_truck.png,truck,9
D:\pytorch\dataloader\data\37071_truck.png,truck,9
D:\pytorch\dataloader\data\37072_ship.png,ship,8
D:\pytorch\dataloader\data\37073_deer.png,deer,4
D:\pytorch\dataloader\data\37074_truck.png,truck,9
D:\pytorch\dataloader\data\37075_deer.png,deer,4
D:\pytorch\dataloader\data\37076_bird.png,bird,2
D:\pytorch\dataloader\data\37077_frog.png,frog,6
D:\pytorch\dataloader\data\37078_airplane.png,airplane,0
D:\pytorch\dataloader\data\37079_airplane.png,airplane,0
D:\pytorch\dataloader\data\3707_frog.png,frog,6
D:\pytorch\dataloader\data\37080_cat.png,cat,3
D:\pytorch\dataloader\data\37081_automobile.png,automobile,1
D:\pytorch\dataloader\data\37082_horse.png,horse,7
D:\pytorch\dataloader\data\37083_airplane.png,airplane,0
D:\pytorch\dataloader\data\37084_frog.png,frog,6
D:\pytorch\dataloader\data\37085_dog.png,dog,5
D:\pytorch\dataloader\data\37086_dog.png,dog,5
D:\pytorch\dataloader\data\37087_airplane.png,airplane,0
D:\pytorch\dataloader\data\37088_truck.png,truck,9
D:\pytorch\dataloader\data\37089_deer.png,deer,4
D:\pytorch\dataloader\data\3708_bird.png,bird,2
D:\pytorch\dataloader\data\3708_deer.png,deer,4
D:\pytorch\dataloader\data\37090_truck.png,truck,9
D:\pytorch\dataloader\data\37091_cat.png,cat,3
D:\pytorch\dataloader\data\37092_automobile.png,automobile,1
D:\pytorch\dataloader\data\37093_deer.png,deer,4
D:\pytorch\dataloader\data\37094_truck.png,truck,9
D:\pytorch\dataloader\data\37095_cat.png,cat,3
D:\pytorch\dataloader\data\37096_dog.png,dog,5
D:\pytorch\dataloader\data\37097_frog.png,frog,6
D:\pytorch\dataloader\data\37098_automobile.png,automobile,1
D:\pytorch\dataloader\data\37099_dog.png,dog,5
D:\pytorch\dataloader\data\3709_cat.png,cat,3
D:\pytorch\dataloader\data\3709_dog.png,dog,5
D:\pytorch\dataloader\data\370_cat.png,cat,3
D:\pytorch\dataloader\data\370_deer.png,deer,4
D:\pytorch\dataloader\data\37100_horse.png,horse,7
D:\pytorch\dataloader\data\37101_dog.png,dog,5
D:\pytorch\dataloader\data\37102_airplane.png,airplane,0
D:\pytorch\dataloader\data\37103_airplane.png,airplane,0
D:\pytorch\dataloader\data\37104_ship.png,ship,8
D:\pytorch\dataloader\data\37105_cat.png,cat,3
D:\pytorch\dataloader\data\37106_frog.png,frog,6
D:\pytorch\dataloader\data\37107_frog.png,frog,6
D:\pytorch\dataloader\data\37108_dog.png,dog,5
D:\pytorch\dataloader\data\37109_cat.png,cat,3
D:\pytorch\dataloader\data\3710_bird.png,bird,2
D:\pytorch\dataloader\data\3710_frog.png,frog,6
D:\pytorch\dataloader\data\37110_cat.png,cat,3
D:\pytorch\dataloader\data\37111_bird.png,bird,2
D:\pytorch\dataloader\data\37112_truck.png,truck,9
D:\pytorch\dataloader\data\37113_frog.png,frog,6
D:\pytorch\dataloader\data\37114_dog.png,dog,5
D:\pytorch\dataloader\data\37115_truck.png,truck,9
D:\pytorch\dataloader\data\37116_deer.png,deer,4
D:\pytorch\dataloader\data\37117_cat.png,cat,3
D:\pytorch\dataloader\data\37118_horse.png,horse,7
D:\pytorch\dataloader\data\37119_frog.png,frog,6
D:\pytorch\dataloader\data\3711_frog.png,frog,6
D:\pytorch\dataloader\data\3711_horse.png,horse,7
D:\pytorch\dataloader\data\37120_cat.png,cat,3
D:\pytorch\dataloader\data\37121_bird.png,bird,2
D:\pytorch\dataloader\data\37122_horse.png,horse,7
D:\pytorch\dataloader\data\37123_deer.png,deer,4
D:\pytorch\dataloader\data\37124_deer.png,deer,4
D:\pytorch\dataloader\data\37125_dog.png,dog,5
